Fan,Refrigerator,AirConditioner,Television,Monitor,Month,City,Company,TariffRate,ElectricityBill
16,22,2,12,1,6,Pune,NTPC Pvt. Ltd.,9.1,5614.7
8,20,0,8,1,10,Navi Mumbai,GE T&D India Limited,9.3,3450.3
10,17,0,16,1,1,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.3,4733.7
21,23,3,22,1,6,Ratnagiri,Kalpataru Power,7.4,5505.6
12,23,0,11,1,9,Nagpur,SJVN Ltd.,8.9,4663.6
11,22,2,8,1,8,Ratnagiri,NHPC,7.4,3441
20,23,1,8,12,9,Ahmedabad,JSW Energy Ltd.,7.9,5032.3
14,22,0,10,1,3,Faridabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.1,4317.3
23,23,3,8,1,1,New Delhi,Adani Power Ltd.,8.5,4692
8,22,3,9,7,9,Dahej,TransRail Lighting,7.6,3283.2
8,19,1,3,1,6,Ahmedabad,NHPC,7.9,1666.9
21,23,3,10,1,5,Kolkata,Neueon Towers / Sujana Towers Ltd.,8.7,5959.5
19,22,1,15,1,9,Faridabad,Sterlite Power Transmission Ltd,8.1,3766.5
19,22,2,11,1,1,Ahmedabad,KEC International,7.9,4890.1
11,23,2,13,1,10,Vadodara,GE T&D India Limited,7.8,3065.4
10,18,1,4,7,5,Faridabad,KEC International,8.1,2438.1
16,22,1,14,1,5,Ratnagiri,Tata Power Company Ltd.,7.4,3796.2
13,22,3,6,1,2,Hyderabad,Jyoti Structure,8.4,2662.8
8,23,0,11,7,1,Chennai,Neueon Towers / Sujana Towers Ltd.,8.8,4690.4
17,23,0,17,12,12,Navi Mumbai,JSW Energy Ltd.,9.3,7198.2
6,17,0,18,1,10,Shimla,KEC International,7.7,3357.2
21,23,0,15,1,11,Dahej,Adani Power Ltd.,7.6,3283.2
7,20,2,15,1,9,Chennai,NLC India,8.8,4408.8
13,23,3,15,1,12,Hyderabad,Jyoti Structure,8.4,5250
6,23,2,6,1,10,Mumbai,Torrent Power Ltd.,9.2,5115.2
20,22,1,9,1,7,Vadodara,GE T&D India Limited,7.8,4539.6
18,22,2,17,1,3,Pune,Torrent Power Ltd.,9.1,4413.5
16,23,1,16,1,10,Ratnagiri,GE T&D India Limited,7.4,4306.8
23,22,1,7,1,1,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,5651.5
13,22,0,20,1,4,Dahej,KEC International,7.6,3473.2
18,23,0,16,1,3,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,3847.2
7,20,0,9,1,12,Ahmedabad,L&T Transmission & Distribution,7.9,2077.7
8,18,0,12,1,12,Faridabad,CESC,8.1,3491.1
19,22,3,11,1,4,New Delhi,NTPC Pvt. Ltd.,8.5,4641
22,22,3,9,1,6,Dahej,Kalpataru Power,7.6,3176.8
17,22,1,8,1,4,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,3922.8
9,18,3,6,7,3,Mumbai,Indowind Energy,9.2,5345.2
12,23,3,14,1,4,Nagpur,Sterlite Power Transmission Ltd,8.9,3746.9
9,20,2,6,1,3,Faridabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.1,3620.7
20,23,2,17,1,7,Faridabad,CESC,8.1,5086.8
21,23,3,5,1,10,Pune,Sterlite Power Transmission Ltd,9.1,4868.5
7,22,0,6,1,8,Dahej,L&T Transmission & Distribution,7.6,2523.2
10,23,0,11,7,8,Dahej,Tata Power Company Ltd.,7.6,3283.2
15,22,1,21,12,2,Pune,Orient Green,9.1,6379.1
15,23,2,22,1,8,Pune,Jaiprakash Power,9.1,4804.8
19,23,3,10,1,11,Dahej,Reliance Power,7.6,3252.8
23,23,0,11,1,7,Navi Mumbai,Unitech Power Transmission Ltd.,9.3,4780.2
13,22,2,4,1,4,Shimla,Guj Ind Power,7.7,2379.3
13,22,1,14,1,1,Navi Mumbai,Jyoti Structure,9.3,4361.7
19,22,2,20,1,5,Shimla,CESC,7.7,5320.7
13,23,1,12,12,10,Nagpur,GE T&D India Limited,8.9,5028.5
18,22,3,10,12,12,Shimla,Reliance Power,7.7,5051.2
12,23,0,19,1,11,Noida,GE T&D India Limited,8.2,4854.4
21,22,1,5,1,12,Mumbai,GE T&D India Limited,9.2,4581.6
10,20,3,6,1,1,Ahmedabad,Unitech Power Transmission Ltd.,7.9,3618.2
6,22,1,17,1,2,Navi Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.3,4194.3
10,17,3,19,1,1,Ratnagiri,Tata Power Company Ltd.,7.4,4158.8
16,23,2,11,1,10,Kolkata,Neueon Towers / Sujana Towers Ltd.,8.7,3793.2
12,23,0,8,1,8,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,4244.4
17,23,3,9,1,3,New Delhi,Sunil Hitech Eng,8.5,3910
21,23,2,10,1,9,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,4780.8
16,23,0,9,1,11,Gurgaon,Orient Green,8.3,2705.8
9,23,3,22,1,2,Hyderabad,Guj Ind Power,8.4,4359.6
22,22,1,17,12,4,Ahmedabad,CESC,7.9,5427.3
12,23,2,15,12,7,Mumbai,JSW Energy Ltd.,9.2,5207.2
5,22,2,14,1,9,New Delhi,NLC India,8.5,4998
9,21,0,18,1,11,Gurgaon,Guj Ind Power,8.3,4407.3
14,22,0,6,1,5,Ratnagiri,Optibelt Power Transmission India Private Limited,7.4,3655.6
11,23,1,11,1,8,Gurgaon,L&T Transmission & Distribution,8.3,4399
6,19,3,10,1,9,Navi Mumbai,NTPC Pvt. Ltd.,9.3,3357.3
11,23,1,17,1,7,Dahej,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.6,4970.4
11,22,1,16,1,3,Faridabad,Sunil Hitech Eng,8.1,4390.2
18,22,0,18,1,7,Pune,Unitech Power Transmission Ltd.,9.1,3785.6
11,22,2,7,1,7,Kolkata,NHPC,8.7,2792.7
8,22,3,8,1,11,New Delhi,SJVN Ltd.,8.5,4862
17,22,0,17,1,10,Vadodara,Neueon Towers / Sujana Towers Ltd.,7.8,4859.4
22,22,1,22,1,12,Ratnagiri,Bonfiglioli Transmission Pvt. Ltd.,7.4,4292
23,23,3,10,12,4,Mumbai,GE T&D India Limited,9.2,5704
18,23,0,20,1,7,Noida,NTPC Pvt. Ltd.,8.2,5428.4
16,23,3,8,1,4,Pune,Neueon Towers / Sujana Towers Ltd.,9.1,5751.2
11,23,0,7,12,2,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.9,4512.3
11,23,0,13,1,11,New Delhi,Bonfiglioli Transmission Pvt. Ltd.,8.5,4785.5
17,23,2,10,1,6,Dahej,Jyoti Structure,7.6,3298.4
6,23,1,16,7,12,Dahej,Jaiprakash Power,7.6,3427.6
5,22,3,8,1,8,Vadodara,Kalpataru Power,7.8,4539.6
22,22,3,22,1,9,Shimla,KEC International,7.7,5536.3
10,19,2,13,1,8,Mumbai,Torrent Power Ltd.,9.2,4416
22,22,1,7,12,5,Navi Mumbai,Torrent Power Ltd.,9.3,5022
20,22,1,13,1,12,Ahmedabad,Indowind Energy,7.9,3507.6
21,22,2,22,12,8,Hyderabad,TransRail Lighting,8.4,6258
5,23,0,12,7,3,Ratnagiri,Kalpataru Power,7.4,2582.6
15,23,2,22,12,8,Navi Mumbai,Adani Power Ltd.,9.3,6798.3
21,23,0,15,1,4,Chennai,Guj Ind Power,8.8,3590.4
6,23,0,11,1,4,Nagpur,L&T Transmission & Distribution,8.9,3417.6
16,22,1,16,1,5,Kolkata,Orient Green,8.7,5916
18,22,2,15,12,9,Pune,Kalpataru Power,9.1,6242.6
17,23,3,14,1,9,Ratnagiri,Reliance Power,7.4,5313.2
9,18,0,4,1,10,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.4,1688.4
16,23,0,13,12,12,Ahmedabad,NLC India,7.9,4060.6
13,23,1,5,1,9,Shimla,Jaiprakash Power,7.7,3372.6
14,23,0,5,1,11,Dahej,Reliance Energy,7.6,2143.2
18,22,3,3,1,3,Shimla,Torrent Power Ltd.,7.7,4319.7
5,17,1,4,1,2,Mumbai,GE T&D India Limited,9.2,2723.2
6,22,0,19,1,12,Ahmedabad,Optibelt Power Transmission India Private Limited,7.9,2883.5
19,23,0,22,1,9,Kolkata,Sterlite Power Transmission Ltd,8.7,5046
11,22,1,8,1,9,Faridabad,Guj Ind Power,8.1,4414.5
11,23,2,22,1,7,Navi Mumbai,TransRail Lighting,9.3,4557
13,22,1,9,12,7,Navi Mumbai,KEC International,9.3,6324
19,23,3,15,1,9,Chennai,CESC,8.8,5596.8
6,20,0,14,1,8,Shimla,JSW Energy Ltd.,7.7,3703.7
23,23,3,22,1,1,Chennai,CESC,8.8,6573.6
12,23,2,13,1,3,Kolkata,Kalpataru Power,8.7,4976.4
16,22,2,21,1,4,Vadodara,Unitech Power Transmission Ltd.,7.8,4391.4
9,18,3,18,1,3,Mumbai,Optibelt Power Transmission India Private Limited,9.2,4590.8
8,20,3,15,7,5,Navi Mumbai,TransRail Lighting,9.3,4938.3
17,22,0,12,1,11,Ahmedabad,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.9,4384.5
10,22,3,13,1,4,Nagpur,Optibelt Power Transmission India Private Limited,8.9,4966.2
20,23,3,9,1,1,Nagpur,NHPC,8.9,4530.1
12,23,2,13,1,12,Shimla,GE T&D India Limited,7.7,3172.4
16,22,1,8,1,12,Gurgaon,Kalpataru Power,8.3,4930.2
13,23,0,13,1,4,Navi Mumbai,Torrent Power Ltd.,9.3,3785.1
21,23,3,20,1,1,Dahej,NTPC Pvt. Ltd.,7.6,5494.8
19,23,1,14,12,4,Faridabad,NHPC,8.1,5200.2
21,23,2,5,1,4,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,7.7,3318.7
9,19,0,13,7,3,Mumbai,Indowind Energy,9.2,4020.4
5,23,2,22,1,4,Ratnagiri,SJVN Ltd.,7.4,3618.6
14,23,2,10,1,2,Chennai,NLC India,8.8,2895.2
22,22,2,20,12,9,Pune,GE T&D India Limited,9.1,6697.6
22,23,0,16,1,4,Ratnagiri,Jaiprakash Power,7.4,4573.2
23,22,1,15,12,2,Faridabad,KEC International,8.1,4738.5
15,22,2,4,12,11,Noida,Ringfeder Power Transmission India Pvt. Ltd.,8.2,5395.6
11,23,0,3,1,7,Vadodara,Tata Power Company Ltd.,7.8,1981.2
12,22,3,11,12,4,Kolkata,Reliance Energy,8.7,6203.1
9,21,2,5,1,6,New Delhi,L&T Transmission & Distribution,8.5,4284
17,23,2,3,12,2,Kolkata,Tata Power Company Ltd.,8.7,4967.7
20,22,1,7,1,4,Nagpur,Ringfeder Power Transmission India Pvt. Ltd.,8.9,3435.4
22,23,2,13,1,5,Nagpur,Guj Ind Power,8.9,4823.8
11,23,1,11,12,7,Ahmedabad,Bonfiglioli Transmission Pvt. Ltd.,7.9,3602.4
16,22,2,19,1,8,Chennai,GE T&D India Limited,8.8,6520.8
11,23,0,15,1,8,Pune,Reliance Power,9.1,3931.2
13,23,0,11,1,3,Navi Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,9.3,4733.7
22,22,1,15,1,12,Nagpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.9,4912.8
18,22,2,16,12,2,Navi Mumbai,NTPC Pvt. Ltd.,9.3,6863.4
14,22,3,9,1,1,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.2,3965.2
23,23,2,20,1,11,New Delhi,NHPC,8.5,6256
15,22,2,7,1,2,Kolkata,Tata Power Company Ltd.,8.7,2705.7
13,23,3,20,1,3,Pune,Orient Green,9.1,6115.2
22,22,2,7,1,2,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,4233
17,23,3,11,1,6,Noida,L&T Transmission & Distribution,8.2,4797
21,22,0,20,12,5,Ratnagiri,TransRail Lighting,7.4,5587
21,23,0,5,1,6,Hyderabad,Neueon Towers / Sujana Towers Ltd.,8.4,2797.2
5,17,1,13,7,4,Ahmedabad,Reliance Energy,7.9,3412.8
22,22,3,18,1,11,Vadodara,GE T&D India Limited,7.8,3970.2
8,21,0,12,7,7,Chennai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.8,3757.6
9,20,3,7,1,10,New Delhi,Optibelt Power Transmission India Private Limited,8.5,4479.5
13,22,0,16,1,5,Kolkata,KEC International,8.7,4393.5
18,22,0,21,1,1,Chennai,NTPC Pvt. Ltd.,8.8,4778.4
20,22,0,20,1,12,Ratnagiri,Power Grid Corp,7.4,5276.2
15,23,3,15,1,10,Ahmedabad,Reliance Energy,7.9,5609
6,17,2,5,1,1,Mumbai,Sterlite Power Transmission Ltd,9.2,2824.4
12,23,3,21,12,12,Kolkata,GE T&D India Limited,8.7,6777.3
15,23,1,19,1,12,Chennai,Jyoti Structure,8.8,5834.4
21,22,0,14,1,11,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,7.7,3834.6
22,23,2,8,1,6,Navi Mumbai,Optibelt Power Transmission India Private Limited,9.3,4110.6
14,22,1,16,1,6,Gurgaon,NLC India,8.3,3801.4
11,22,0,21,1,4,Vadodara,SJVN Ltd.,7.8,3510
10,22,1,8,7,5,Ahmedabad,Sunil Hitech Eng,7.9,2851.9
22,23,3,3,1,10,Kolkata,NHPC,8.7,4550.1
8,18,3,10,1,11,Ahmedabad,Sterlite Power Transmission Ltd,7.9,2306.8
14,22,2,10,1,8,Vadodara,SJVN Ltd.,7.8,3151.2
15,22,2,10,1,1,Vadodara,Kalpataru Power,7.8,3018.6
7,17,0,15,7,8,Ratnagiri,L&T Transmission & Distribution,7.4,3796.2
6,21,1,6,1,9,Mumbai,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,9.2,3339.6
17,23,0,17,1,6,Shimla,Reliance Energy,7.7,4281.2
5,18,2,9,7,12,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,2578.8
7,17,1,8,1,6,Faridabad,Guj Ind Power,8.1,3564
10,23,1,5,1,11,Ahmedabad,TransRail Lighting,7.9,3570.8
5,17,1,12,7,9,Noida,NHPC,8.2,2410.8
14,23,3,18,12,10,Shimla,GE T&D India Limited,7.7,5320.7
15,23,2,19,1,4,Ratnagiri,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.4,5128.2
5,19,0,5,1,1,Navi Mumbai,Power Grid Corp,9.3,2027.4
18,22,2,14,1,8,Chennai,Unitech Power Transmission Ltd.,8.8,5341.6
23,22,1,6,12,4,New Delhi,NLC India,8.5,3867.5
23,23,2,17,12,6,Dahej,Bonfiglioli Transmission Pvt. Ltd.,7.6,5388.4
7,18,2,4,1,7,Dahej,Kalpataru Power,7.6,3420
16,22,0,11,12,7,Noida,CESC,8.2,4288.6
20,22,2,20,1,9,Kolkata,NHPC,8.7,5315.7
7,23,2,5,1,4,Mumbai,Sunil Hitech Eng,9.2,2962.4
9,21,2,21,1,1,Hyderabad,Torrent Power Ltd.,8.4,5325.6
7,18,2,20,1,1,Faridabad,Sterlite Power Transmission Ltd,8.1,4203.9
18,22,0,10,1,11,Hyderabad,Tata Power Company Ltd.,8.4,3704.4
6,20,2,9,1,1,Mumbai,CESC,9.2,4922
6,23,0,6,1,2,Hyderabad,Ringfeder Power Transmission India Pvt. Ltd.,8.4,3628.8
23,22,1,12,12,12,Chennai,NTPC Pvt. Ltd.,8.8,6441.6
23,22,2,9,1,4,Navi Mumbai,L&T Transmission & Distribution,9.3,4073.4
18,23,2,3,12,9,Shimla,Tata Power Company Ltd.,7.7,4057.9
20,22,0,6,1,10,Kolkata,NTPC Pvt. Ltd.,8.7,3366.9
6,18,3,16,1,6,Hyderabad,Jaiprakash Power,8.4,4401.6
21,22,1,12,1,1,Noida,Orient Green,8.2,5215.2
20,23,3,14,12,12,New Delhi,Guj Ind Power,8.5,7216.5
23,22,2,7,1,7,Vadodara,Jaiprakash Power,7.8,4399.2
15,22,3,10,1,2,Chennai,NTPC Pvt. Ltd.,8.8,4021.6
8,22,1,15,1,11,Shimla,Power Grid Corp,7.7,3133.9
10,19,2,10,1,12,New Delhi,Torrent Power Ltd.,8.5,3680.5
15,22,0,10,1,8,Faridabad,Ringfeder Power Transmission India Pvt. Ltd.,8.1,4673.7
5,19,0,3,7,1,Ratnagiri,NLC India,7.4,2493.8
15,23,2,15,12,2,Ahmedabad,NTPC Pvt. Ltd.,7.9,5356.2
12,23,0,14,1,1,Mumbai,Sterlite Power Transmission Ltd,9.2,5667.2
9,19,2,4,1,10,Noida,Neueon Towers / Sujana Towers Ltd.,8.2,3214.4
9,17,0,13,1,8,New Delhi,Kalpataru Power,8.5,3196
19,22,2,21,1,10,Noida,Reliance Power,8.2,4395.2
18,23,0,11,12,5,Nagpur,Guj Ind Power,8.9,4227.5
15,23,0,21,1,12,New Delhi,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.5,5941.5
14,23,2,18,1,9,Ratnagiri,Sterlite Power Transmission Ltd,7.4,4440
7,17,1,7,1,6,Chennai,Torrent Power Ltd.,8.8,3810.4
6,20,3,19,1,9,Dahej,Tata Power Company Ltd.,7.6,3116
16,22,3,9,1,12,Mumbai,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",9.2,6246.8
10,17,1,13,1,1,Hyderabad,Sterlite Power Transmission Ltd,8.4,3351.6
6,22,1,6,1,10,Dahej,Sunil Hitech Eng,7.6,2796.8
21,22,3,8,1,10,Hyderabad,Orient Green,8.4,5392.8
17,22,2,3,1,7,Chennai,NTPC Pvt. Ltd.,8.8,5077.6
17,22,3,15,1,1,Kolkata,JSW Energy Ltd.,8.7,4445.7
8,20,3,13,1,4,Noida,Ringfeder Power Transmission India Pvt. Ltd.,8.2,4428
23,22,0,17,1,4,Ahmedabad,Reliance Power,7.9,5395.7
8,23,2,13,1,12,Hyderabad,Tata Power Company Ltd.,8.4,3561.6
18,23,2,9,1,8,Gurgaon,SJVN Ltd.,8.3,5345.2
17,23,3,8,1,3,Hyderabad,Neueon Towers / Sujana Towers Ltd.,8.4,3553.2
19,23,3,14,1,3,Mumbai,SJVN Ltd.,9.2,6670
13,22,2,11,1,12,Faridabad,Reliance Power,8.1,3515.4
18,23,3,17,1,6,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,4025.5
22,23,1,13,12,6,Vadodara,Indowind Energy,7.8,5694
23,22,3,18,1,10,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,6264.5
6,20,2,16,1,5,Navi Mumbai,TransRail Lighting,9.3,3292.2
14,23,2,4,12,11,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.4,3441
9,17,0,15,1,11,Ratnagiri,Power Grid Corp,7.4,2849
21,23,1,6,1,10,Pune,NTPC Pvt. Ltd.,9.1,3448.9
17,23,0,10,1,12,Mumbai,NLC India,9.2,5455.6
18,23,1,9,1,11,Chennai,Sunil Hitech Eng,8.8,3194.4
15,23,1,3,12,5,Gurgaon,NTPC Pvt. Ltd.,8.3,4506.9
6,19,0,9,7,4,Faridabad,NLC India,8.1,3215.7
19,22,0,19,1,11,Mumbai,Sunil Hitech Eng,9.2,4434.4
6,18,3,7,1,10,Faridabad,CESC,8.1,3879.9
6,17,2,7,1,8,Noida,TransRail Lighting,8.2,2246.8
10,22,2,6,1,6,Noida,NLC India,8.2,4141
15,22,1,21,1,11,Gurgaon,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.3,5029.8
16,23,1,17,12,2,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,4100
8,17,0,20,1,3,Noida,Tata Power Company Ltd.,8.2,2804.4
5,22,2,3,1,11,Dahej,NLC India,7.6,2500.4
17,23,2,12,1,5,Gurgaon,Kalpataru Power,8.3,3635.4
22,22,0,9,1,4,Dahej,L&T Transmission & Distribution,7.6,3663.2
21,23,3,16,1,5,Faridabad,Optibelt Power Transmission India Private Limited,8.1,5086.8
10,22,3,14,7,10,Mumbai,Ringfeder Power Transmission India Pvt. Ltd.,9.2,4581.6
17,22,3,10,1,8,New Delhi,Jyoti Structure,8.5,3978
21,22,3,21,1,6,Chennai,TransRail Lighting,8.8,5236
13,22,0,4,1,10,Vadodara,Sunil Hitech Eng,7.8,2589.6
21,23,0,4,1,5,Pune,Torrent Power Ltd.,9.1,3703.7
9,23,0,15,1,5,Shimla,Jyoti Structure,7.7,4450.6
22,22,3,3,1,1,Mumbai,Bonfiglioli Transmission Pvt. Ltd.,9.2,3698.4
10,18,2,16,1,9,Pune,Neueon Towers / Sujana Towers Ltd.,9.1,4813.9
6,19,1,22,1,2,Gurgaon,Power Grid Corp,8.3,2689.2
7,18,1,7,1,8,Ahmedabad,GE T&D India Limited,7.9,3657.7
12,23,2,11,1,10,Ahmedabad,Reliance Power,7.9,3855.2
6,18,1,9,1,1,Dahej,Reliance Power,7.6,1732.8
22,23,3,20,1,2,Ahmedabad,KEC International,7.9,4384.5
11,22,0,8,1,9,Vadodara,Orient Green,7.8,3315
6,22,0,8,1,10,Nagpur,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),8.9,3008.2
19,23,1,9,1,12,Nagpur,Sunil Hitech Eng,8.9,4957.3
17,22,1,11,1,2,Gurgaon,Kalpataru Power,8.3,4100.2
20,23,2,11,1,5,Noida,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.2,4952.8
13,23,1,8,12,12,Hyderabad,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,8.4,5031.6
16,23,2,3,1,4,New Delhi,Neueon Towers / Sujana Towers Ltd.,8.5,2992
10,20,2,6,1,2,Kolkata,Orient Green,8.7,2723.1
14,22,3,20,1,1,Mumbai,L&T Transmission & Distribution,9.2,6946
15,22,2,11,1,11,Mumbai,Reliance Energy,9.2,5575.2
5,18,2,4,1,12,Chennai,CESC,8.8,3845.6
10,23,0,6,1,4,Dahej,Sunil Hitech Eng,7.6,3898.8
8,19,1,14,7,1,Kolkata,Tata Power Company Ltd.,8.7,5089.5
11,23,2,19,12,1,Vadodara,GE T&D India Limited,7.8,5288.4
22,23,3,16,1,7,Pune,Sterlite Power Transmission Ltd,9.1,6815.9
10,22,1,4,7,12,Chennai,NLC India,8.8,3942.4
23,23,0,6,1,4,Ahmedabad,Optibelt Power Transmission India Private Limited,7.9,4605.7
8,20,0,10,7,10,Hyderabad,SJVN Ltd.,8.4,4620
12,22,0,8,1,8,Chennai,Bonfiglioli Transmission Pvt. Ltd.,8.8,4382.4
21,22,1,7,1,8,Kolkata,GE T&D India Limited,8.7,5333.1
15,22,0,20,1,3,New Delhi,NHPC,8.5,3442.5
12,22,1,4,1,10,Kolkata,Jaiprakash Power,8.7,3749.7
6,20,2,17,1,1,Navi Mumbai,JSW Energy Ltd.,9.3,4157.1
8,21,3,4,1,9,Nagpur,Optibelt Power Transmission India Private Limited,8.9,2759
6,21,0,7,1,8,Vadodara,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),7.8,2808
7,22,1,6,1,9,Nagpur,NLC India,8.9,2225
17,22,3,7,1,1,Navi Mumbai,Orient Green,9.3,5961.3
9,23,1,12,7,1,Ahmedabad,Torrent Power Ltd.,7.9,4850.6
18,22,3,3,1,8,Kolkata,Jyoti Structure,8.7,3366.9
15,22,3,16,1,9,Shimla,Adani Power Ltd.,7.7,3411.1
15,23,2,16,12,9,Hyderabad,JSW Energy Ltd.,8.4,5342.4
22,23,3,5,1,12,Faridabad,Tata Power Company Ltd.,8.1,4268.7
14,22,0,15,1,8,Ratnagiri,Reliance Energy,7.4,3470.6
18,22,2,15,12,11,Vadodara,CESC,7.8,4422.6
16,23,0,14,1,4,Nagpur,Orient Green,8.9,3284.1
13,23,3,15,12,10,Chennai,Tata Power Company Ltd.,8.8,4954.4
11,22,2,5,12,3,Shimla,KEC International,7.7,4496.8
20,22,3,18,1,8,Nagpur,Reliance Energy,8.9,5989.7
16,23,3,15,1,3,Noida,TransRail Lighting,8.2,4026.2
19,22,1,21,1,12,Pune,Orient Green,9.1,5996.9
15,23,2,4,1,2,Noida,KEC International,8.2,3140.6
20,22,2,20,1,11,Mumbai,Torrent Power Ltd.,9.2,5704
14,22,2,9,12,2,Hyderabad,TransRail Lighting,8.4,5376
21,23,0,17,1,3,Shimla,Ringfeder Power Transmission India Pvt. Ltd.,7.7,3942.4
19,23,1,19,12,5,Vadodara,Jyoti Structure,7.8,6598.8
6,22,3,19,1,2,Pune,L&T Transmission & Distribution,9.1,5514.6
20,22,0,18,1,8,Nagpur,KEC International,8.9,5179.8
16,23,0,18,1,2,Navi Mumbai,Orient Green,9.3,3450.3
20,22,2,14,1,11,Shimla,KEC International,7.7,3303.3
22,23,1,7,1,4,Shimla,TransRail Lighting,7.7,3241.7
12,23,0,10,1,4,Ratnagiri,JSW Energy Ltd.,7.4,3263.4
17,22,1,12,12,2,Gurgaon,Kalpataru Power,8.3,4656.3
12,22,2,6,1,3,Chennai,KEC International,8.8,4408.8
19,23,0,10,1,9,Chennai,JSW Energy Ltd.,8.8,5095.2
10,21,0,17,1,9,Noida,NLC India,8.2,2968.4
14,22,0,3,1,5,Pune,Jyoti Structure,9.1,4431.7
8,23,1,21,1,4,New Delhi,Ringfeder Power Transmission India Pvt. Ltd.,8.5,5338
17,22,1,8,12,6,New Delhi,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.5,3995
16,23,1,12,1,11,Gurgaon,TransRail Lighting,8.3,4274.5
23,22,3,16,12,12,Pune,L&T Transmission & Distribution,9.1,7707.7
22,23,1,15,1,3,New Delhi,NHPC,8.5,5593
9,18,2,3,7,2,Gurgaon,Sunil Hitech Eng,8.3,3759.9
20,23,0,18,1,3,Dahej,Reliance Energy,7.6,5092
9,18,1,15,1,3,Noida,Optibelt Power Transmission India Private Limited,8.2,3485
21,23,1,12,1,9,Hyderabad,L&T Transmission & Distribution,8.4,4796.4
19,23,3,4,12,8,Vadodara,Unitech Power Transmission Ltd.,7.8,5288.4
20,22,2,17,1,4,Dahej,CESC,7.6,3967.2
20,23,0,22,1,8,Ahmedabad,Power Grid Corp,7.9,3815.7
13,22,2,12,12,11,Navi Mumbai,Jaiprakash Power,9.3,5905.5
8,19,2,20,1,8,Ratnagiri,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",7.4,2841.6
16,22,1,18,1,1,Shimla,Neueon Towers / Sujana Towers Ltd.,7.7,3688.3
10,22,1,15,7,8,Gurgaon,Neueon Towers / Sujana Towers Ltd.,8.3,5511.2
20,22,3,3,1,8,Pune,Bonfiglioli Transmission Pvt. Ltd.,9.1,4513.6
11,22,3,6,1,1,Hyderabad,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",8.4,3561.6
22,23,2,9,1,2,Navi Mumbai,NHPC,9.3,5821.8
12,22,3,13,1,6,Kolkata,NHPC,8.7,5602.8
18,22,0,20,1,10,Nagpur,TransRail Lighting,8.9,4423.3
21,23,1,20,1,6,Chennai,NLC India,8.8,4743.2
10,17,0,7,1,10,Nagpur,Unitech Power Transmission Ltd.,8.9,3657.9
5,21,1,4,1,3,Navi Mumbai,CESC,9.3,4426.8
13,23,1,19,1,1,Mumbai,GE T&D India Limited,9.2,4701.2
18,22,2,4,12,12,Shimla,Reliance Power,7.7,4866.4
7,20,2,11,1,12,Chennai,Guj Ind Power,8.8,4048
22,22,2,17,1,3,Faridabad,Orient Green,8.1,4665.6
9,23,1,20,1,2,Kolkata,Jaiprakash Power,8.7,4297.8
23,23,3,21,1,1,Kolkata,Sterlite Power Transmission Ltd,8.7,5063.4
9,21,1,11,1,1,Ahmedabad,TransRail Lighting,7.9,2543.8
